ID,Wind speed in km/h,Waterfowl population,Wave Action,Turbidity of water (NTUs)
1053,4,120,Low,1.6
1054,17,35,Low,4.6
1055,18,40,Low,1.9
1056,13,90,Low,1.5
1057,8,90,Low,1.9
1058,8,50,High,3.3
1059,10,65,Low,2.8
1060,NA,NA,None,NA
1061,NA,2,Low,0.4
1062,NA,5,Low,4
1063,15,4,Low,4.1
1064,NA,7,Low,1.5
1065,NA,30,Low,5.1
1066,NA,2,None,NA
1067,11,30,Low,5
1068,NA,26,Low,0.7
1069,15,25,Low,1.2
1070,10,4,Low,3
1071,8,10,Low,29
1072,NA,12,Low,1.4
1073,20,20,Low,4.2
1074,5,15,Low,2.4
1075,15,75,Low,NA
1076,13,NA,Low,0.5
1077,13,45,Low,2.5
1078,5,35,Low,2.3
1079,27,7,Moderate,4.5
1080,5,12,Low,NA
1081,10,30,Low,2.3
1082,15,40,Low,2.1
1083,20,12,Low,1
1084,NA,10,Low,4.6
1085,11,12,Low,3.5
1086,15,36,Low,1.1
1087,25,20,Low,1.6
1088,11,10,Low,1.3
1089,18,32,Low,1.7
1090,18,25,Low,0.9
1091,17,23,Low,1.4
1092,11,65,Low,1.2
1093,18,3,Low,1.1
1094,NA,25,Low,1.8
1095,11,20,Low,3.2
1096,15,5,Low,3.3
1097,24,20,Low,17.3
1098,22,45,Low,3
1099,5,45,Low,2.7
1100,15,15,Low,2.4
1101,9,40,Low,1.3
1102,15,30,Low,1.7
1103,5,68,Low,1.7
1104,5,65,Low,1.5
1105,4,30,Low,1.8
1106,4,60,Low,0.4
1107,NA,30,Low,1.1
1108,5,50,Low,1.6
1109,18,50,Low,1.9
1110,12,48,Low,4.1
1111,14,25,Low,1
1112,4,42,None,0.6
1113,9,42,Low,1.4
1114,26,16,Low,42
1115,18,8,Low,28.8
1116,NA,NA,None,NA
1117,NA,65,Low,NA
1118,NA,NA,None,NA
1119,NA,NA,None,NA
1120,NA,NA,None,NA
1121,NA,NA,None,NA
1122,NA,NA,None,NA
1123,NA,NA,None,NA
1124,NA,NA,None,NA
1125,NA,NA,None,NA
1126,NA,NA,None,NA
1127,NA,NA,None,NA
1128,NA,NA,None,NA
1129,NA,NA,None,NA
1130,NA,NA,None,NA
1131,NA,NA,None,NA
1132,NA,NA,None,NA
1133,NA,NA,None,NA
1134,NA,NA,None,NA
1135,NA,NA,None,NA
1136,NA,NA,None,NA
1137,NA,NA,None,NA
1138,NA,NA,None,NA
1139,NA,NA,None,NA
1140,NA,NA,None,NA
1141,NA,NA,None,NA
1142,NA,NA,None,NA
1143,NA,NA,None,NA
1144,NA,NA,None,NA
1145,NA,NA,None,NA
1146,NA,NA,None,NA
1147,NA,NA,None,NA
1148,NA,NA,None,NA
1149,NA,NA,None,NA
1150,NA,NA,None,NA
1151,NA,NA,None,NA
1152,NA,NA,None,NA
1153,NA,NA,None,NA
1154,NA,NA,None,NA
1155,NA,NA,None,NA
1156,NA,NA,None,NA
1157,NA,8,Low,NA
1158,NA,NA,None,NA
1159,NA,NA,None,NA
1160,NA,NA,None,NA
1161,NA,60,Moderate,NA
1162,NA,10,Moderate,NA
1163,NA,5,Low,NA
1164,NA,NA,None,NA
1165,NA,20,None,NA
1166,NA,6,None,NA
1167,NA,40,Moderate,NA
1168,NA,NA,Low,NA
1169,NA,NA,None,NA
1170,NA,NA,Low,NA
1171,NA,2,Low,NA
1172,NA,NA,None,NA
1173,NA,NA,None,NA
1174,NA,NA,Moderate,NA
1175,NA,NA,High,NA
1176,NA,NA,Moderate,NA
1177,NA,NA,Low,NA
1178,NA,NA,None,NA
1179,NA,3,Low,NA
1180,NA,75,Moderate,NA
1181,NA,16,None,NA
1182,NA,NA,High,NA
1183,NA,25,Low,NA
1184,NA,NA,None,NA
1185,NA,NA,None,NA
1186,NA,8,Moderate,NA
1187,NA,6,Moderate,NA
1188,NA,11,Low,NA
1189,NA,30,Low,NA
1190,NA,45,Low,NA
1191,NA,NA,None,NA
1192,NA,NA,None,NA
1193,NA,NA,None,NA
1194,NA,NA,None,NA
1195,NA,NA,None,NA
1196,NA,NA,None,NA
1197,NA,NA,None,NA
1198,NA,NA,None,NA
1199,NA,NA,None,NA
1200,NA,NA,None,NA
1201,NA,NA,None,NA
1202,NA,NA,None,NA
1203,NA,NA,None,NA
1204,NA,NA,None,NA
1205,NA,NA,None,NA
1206,NA,NA,None,NA
1207,NA,NA,None,NA
1208,NA,NA,None,NA
1209,NA,NA,None,NA
1210,NA,NA,None,NA
1211,NA,NA,None,NA
1212,NA,NA,None,NA
1213,NA,NA,None,NA
1214,NA,NA,None,NA
1215,NA,NA,None,NA
1216,NA,NA,None,NA
1217,NA,NA,None,NA
1218,NA,NA,None,NA
1219,NA,NA,None,NA
1220,NA,NA,None,NA
1221,NA,NA,None,NA
1222,NA,NA,None,NA
1223,NA,175,Low,NA
1224,NA,90,Low,NA
1225,NA,50,Low,NA
1226,NA,50,Low,0.2
1227,NA,105,Low,1.4
1228,NA,150,Moderate,0.3
1229,NA,37,Low,5.3
1230,NA,150,Low,1.09
1231,NA,29,Low,NA
1232,NA,10,Low,0.9
1233,NA,NA,None,NA
1234,9,50,Low,8.4
1235,NA,50,Low,3.7
1236,NA,45,Low,9.6
1237,10,50,Low,3.2
1238,10,NA,Low,0.8
1239,9,90,Low,2.4
1240,NA,33,Low,0.1
1241,NA,45,Low,0.3
1242,20,100,Low,0.2
1243,25,24,Low,NA
1244,NA,5,Low,1.31
1245,15,49,Moderate,NA
1246,NA,19,Low,2.1
1247,5,25,Low,0.1
1248,NA,20,Low,1.8
1249,NA,15,Low,0.9
1250,10,40,Low,0.9
1251,NA,40,Low,2.2
1252,9,15,High,3.3
1253,25,30,High,8.9
1254,NA,60,Moderate,NA
1255,NA,50,Low,1.7
1256,NA,60,Low,3.5
1257,NA,15,Low,2.2
1258,NA,60,Low,0.9
1259,10,45,Low,0.1
1260,10,100,Low,0.2
1261,NA,35,Low,1.1
1262,NA,30,Moderate,2
1263,NA,35,Moderate,2.2
1264,NA,NA,None,NA
1265,15,15,Low,NA
1266,40,10,Moderate,NA
1267,10,30,Moderate,NA
1268,NA,30,Moderate,NA
1269,NA,15,Low,NA
1270,NA,5,Low,NA
1271,NA,15,Low,NA
1272,15,7,Low,NA
1273,5,30,Low,0.9
1274,5,18,Low,NA
1275,NA,30,Low,NA
1276,17,8,Low,NA
1277,NA,3,Low,NA
1278,NA,8,Low,NA
1279,23,NA,Moderate,NA
1280,10,50,Low,NA
1281,13,50,Low,NA
1282,NA,8,Low,NA
1283,10,7,Low,NA
1284,10,130,Low,NA
1285,10,200,Low,NA
1286,10,50,Low,NA
1287,10,29,Moderate,NA
1288,20,NA,None,NA
1289,NA,NA,None,NA
1290,10,100,Low,NA
1291,20,72,High,NA
1292,NA,30,Low,NA
1293,NA,NA,None,NA
1294,NA,NA,None,NA
1295,NA,NA,None,NA
1296,NA,NA,None,NA
1297,NA,NA,None,NA
1298,NA,NA,None,NA
1299,NA,NA,None,NA
1300,NA,NA,None,NA
1301,NA,NA,None,NA
1302,NA,NA,None,NA
1303,NA,NA,None,NA
1304,NA,NA,None,NA
1305,NA,NA,None,NA
1306,NA,NA,None,NA
1307,NA,NA,None,NA
1308,NA,NA,None,NA
1309,NA,NA,None,NA
1310,NA,NA,None,NA
1311,NA,NA,None,NA
1312,NA,NA,None,NA
1313,NA,NA,None,NA
1314,NA,NA,None,NA
1315,NA,NA,None,NA
1316,NA,NA,None,NA
1317,NA,NA,None,NA
1318,NA,NA,None,NA
1319,NA,NA,None,NA
1320,NA,NA,None,NA
1321,NA,NA,None,NA
1322,NA,NA,None,NA
1323,NA,NA,None,NA
1324,NA,NA,None,NA
1325,NA,NA,None,NA
1326,NA,NA,None,NA
1327,NA,NA,None,NA
1328,NA,NA,None,NA
1329,NA,NA,None,NA
1330,NA,100,None,NA
1331,NA,60,Low,NA
1332,NA,30,Low,NA
1333,NA,25,Low,NA
1334,NA,70,Low,NA
1335,NA,48,Low,NA
1336,NA,100,Moderate,NA
1337,NA,17,Low,NA
1338,NA,19,Low,NA
1339,NA,7,Low,NA
1340,NA,NA,None,NA
1341,9,80,Low,NA
1342,NA,15,Low,NA
1343,NA,NA,Low,NA
1344,10,80,Low,NA
1345,10,30,Low,NA
1346,9,70,Low,NA
1347,NA,40,Low,NA
1348,NA,62,Low,NA
1349,20,40,Low,NA
1350,25,60,Moderate,NA
1351,NA,130,Low,NA
1352,15,33,Moderate,NA
1353,NA,120,Moderate,NA
1354,5,32,Low,NA
1355,NA,30,Low,NA
1356,NA,75,Low,NA
1357,10,25,Low,NA
1358,NA,90,Low,NA
1359,9,20,High,NA
1360,25,55,High,NA
1361,NA,50,Moderate,NA
1362,NA,30,Low,NA
1363,NA,20,Low,NA
1364,NA,100,Low,NA
1365,NA,90,Low,NA
1366,10,110,Low,NA
1367,10,100,Low,NA
1368,NA,20,Low,NA
1369,NA,40,Moderate,NA
1370,NA,20,Moderate,NA
1371,NA,NA,None,NA
1372,15,40,Low,NA
1373,40,5,High,30.1
1374,10,20,Moderate,NA
1375,NA,30,Moderate,NA
1376,NA,15,Low,2.4
1377,NA,2,Low,NA
1378,NA,25,Low,1.2
1379,15,15,Low,NA
1380,5,30,Low,1
1381,5,1,Low,0.9
1382,NA,5,Low,0.7
1383,17,5,Low,0.1
1384,NA,8,Low,0.4
1385,NA,3,Low,1
1386,23,NA,Moderate,1.4
1387,10,30,Moderate,8.2
1388,13,13,Low,1
1389,NA,2,Low,1.5
1390,10,20,Low,1.2
1391,10,90,Low,NA
1392,10,20,Low,NA
1393,10,15,Low,0.6
1394,10,17,Moderate,0.9
1395,20,NA,None,180
1396,NA,NA,None,NA
1397,10,30,Low,19.8
1398,20,15,High,5.4
1399,NA,4,Low,4
1400,NA,NA,None,NA
1401,NA,NA,None,NA
1402,NA,NA,None,NA
1403,NA,NA,None,NA
1404,NA,NA,None,NA
1405,NA,NA,None,NA
1406,NA,NA,None,NA
1407,NA,NA,None,NA
1408,NA,NA,None,NA
1409,NA,NA,None,NA
1410,NA,NA,None,NA
1411,NA,NA,None,NA
1412,NA,NA,None,NA
1413,NA,NA,None,NA
1414,NA,NA,None,NA
1415,NA,NA,None,NA
1416,NA,NA,None,NA
1417,NA,NA,None,NA
1418,NA,NA,None,NA
1419,NA,NA,None,NA
1420,NA,NA,None,NA
1421,NA,NA,None,NA
1422,NA,NA,None,NA
1423,NA,NA,None,NA
1424,NA,NA,None,NA
1425,NA,NA,None,NA
1426,NA,NA,None,NA
1427,NA,NA,None,NA
1428,NA,NA,None,NA
1429,NA,NA,None,NA
1430,NA,NA,None,NA
1431,NA,NA,None,NA
1432,NA,NA,None,NA
1433,NA,NA,None,NA
1434,NA,NA,None,NA
1435,NA,NA,None,NA
1436,NA,NA,None,NA
1437,NA,105,None,NA
1438,NA,55,Low,NA
1439,NA,20,Low,NA
1440,NA,25,Low,0.5
1441,NA,50,Low,1.6
1442,NA,20,Low,0.2
1443,NA,200,Moderate,0.6
1444,NA,20,Low,1.4
1445,NA,47,Low,NA
1446,NA,15,Low,0.2
1447,NA,NA,None,NA
1448,9,110,Low,0.2
1449,NA,200,Low,0.2
1450,NA,150,Low,0.66
1451,10,10,Low,NA
1452,10,NA,Low,0.3
1453,9,70,Low,NA
1454,NA,25,Low,0.2
1455,NA,30,Low,0.1
1456,20,15,Low,1
1457,25,100,Moderate,4.8
1458,NA,200,Low,0.1
1459,15,67,High,1.7
1460,NA,160,Low,0.4
1461,5,20,Low,0.6
1462,NA,50,Low,1
1463,NA,65,Low,0.4
1464,10,65,Low,0.6
1465,NA,40,Low,0.2
1466,9,20,High,5.1
1467,25,20,High,21.3
1468,NA,50,Moderate,NA
1469,NA,40,Low,1.5
1470,NA,80,Low,4.5
1471,NA,30,Low,1.3
1472,NA,50,Low,0.3
1473,10,100,Low,NA
1474,10,250,Low,NA
1475,NA,55,Low,0.6
1476,NA,25,Moderate,1.6
1477,NA,40,Moderate,1.9
1478,NA,NA,None,NA
1479,15,20,Low,NA
1480,40,35,Moderate,NA
1481,10,10,Low,NA
1482,NA,35,Low,NA
1483,NA,5,Low,NA
1484,NA,12,Low,NA
1485,NA,10,Low,NA
1486,15,40,Low,NA
1487,5,20,Low,NA
1488,5,30,Low,NA
1489,NA,30,Low,NA
1490,17,25,Low,NA
1491,NA,15,Low,NA
1492,NA,17,Low,NA
1493,23,NA,Low,NA
1494,10,98,Low,NA
1495,13,30,Low,NA
1496,NA,50,Low,NA
1497,10,5,Low,NA
1498,10,5,Low,NA
1499,10,30,Low,NA
1500,10,43,None,NA
1501,10,15,Low,NA
1502,20,NA,None,NA
1503,NA,NA,None,NA
1504,10,15,Low,NA
1505,20,67,Moderate,NA
1506,NA,22,Low,NA
1507,NA,NA,None,NA
1508,NA,NA,None,NA
1509,NA,NA,None,NA
1510,NA,NA,None,NA
1511,NA,NA,None,NA
1512,NA,NA,None,NA
1513,NA,NA,None,NA
1514,NA,NA,None,NA
1515,NA,NA,None,NA
1516,NA,NA,None,NA
1517,NA,NA,None,NA
1518,NA,NA,None,NA
1519,NA,NA,None,NA
1520,NA,NA,None,NA
1521,NA,NA,None,NA
1522,NA,NA,None,NA
1523,NA,NA,None,NA
1524,NA,NA,None,NA
1525,NA,NA,None,NA
1526,NA,NA,None,NA
1527,NA,NA,None,NA
1528,NA,NA,None,NA
1529,NA,NA,None,NA
1530,NA,NA,None,NA
1531,NA,NA,None,NA
1532,15,100,Moderate,NA
1533,40,30,High,NA
1534,10,17,Low,NA
1535,NA,50,High,175
1536,NA,14,Low,NA
1537,NA,150,Low,NA
1538,NA,116,Low,1.4
1539,15,50,Low,3
1540,5,30,Low,NA
1541,5,10,Low,1.6
1542,NA,12,Low,2
1543,17,30,Low,0.4
1544,NA,30,Low,3.2
1545,NA,10,Low,1.5
1546,23,NA,Moderate,49.5
1547,10,10,Moderate,NA
1548,13,40,Low,3.8
1549,NA,35,Low,1.3
1550,10,17,Low,5.6
1551,10,150,Low,NA
1552,10,70,Low,NA
1553,10,110,Low,0.7
1554,10,24,Moderate,NA
1555,20,50,High,154
1556,NA,NA,None,NA
1557,10,25,Low,12.2
1558,20,NA,None,NA
1559,NA,12,Low,25.8
1560,NA,NA,None,NA
1561,NA,NA,None,NA
1562,NA,NA,None,NA
1563,NA,NA,None,NA
1564,NA,NA,None,NA
1565,NA,NA,None,NA
1566,NA,NA,None,NA
1567,NA,NA,None,NA
1568,NA,NA,None,NA
1569,NA,NA,None,NA
1570,NA,NA,High,NA
1571,NA,NA,Moderate,NA
1572,NA,NA,Low,NA
1573,NA,NA,Low,NA
1574,NA,NA,Low,NA
1575,NA,6,Low,NA
1576,NA,24,Low,NA
1577,5,NA,Low,NA
1578,NA,NA,Moderate,NA
1579,NA,5,High,NA
1580,NA,NA,None,NA
1581,NA,NA,None,NA
1582,NA,NA,None,NA
1583,NA,15,Low,NA
1584,NA,NA,None,NA
1585,NA,NA,None,NA
1586,NA,NA,None,NA
1587,NA,NA,None,NA
1588,NA,NA,None,NA
1589,NA,NA,None,NA
1590,NA,NA,None,NA
1591,NA,NA,None,NA
1592,NA,NA,None,NA
1593,NA,NA,None,NA
1594,NA,NA,None,NA
1595,NA,NA,None,NA
1596,NA,NA,None,NA
1597,NA,NA,None,NA
1598,NA,NA,None,NA
1599,NA,NA,None,NA
1600,NA,NA,None,NA
1601,NA,NA,None,NA
1602,NA,NA,None,NA
1603,NA,NA,None,NA
1604,NA,NA,None,NA
1605,NA,NA,None,NA
1606,NA,NA,None,NA
1607,NA,NA,None,NA
1608,NA,NA,None,NA
1609,NA,NA,None,NA
1610,NA,NA,None,NA
1611,NA,NA,None,NA
1612,NA,NA,None,NA
1613,NA,NA,None,NA
1614,NA,NA,None,NA
1615,NA,NA,None,NA
1616,NA,NA,None,NA
1617,NA,NA,None,NA
1618,NA,NA,None,NA
1619,NA,NA,None,NA
1620,NA,NA,None,NA
1621,NA,NA,None,NA
1622,NA,NA,None,NA
1623,NA,8,Low,NA
1624,NA,NA,None,NA
1625,NA,NA,None,NA
1626,NA,NA,None,NA
1627,NA,16,Moderate,NA
1628,NA,20,Moderate,NA
1629,NA,10,Low,NA
1630,NA,NA,None,NA
1631,NA,10,None,NA
1632,NA,1,Low,NA
1633,NA,10,Moderate,NA
1634,NA,2,Low,NA
1635,NA,NA,None,NA
1636,NA,1,Low,NA
1637,NA,NA,Low,NA
1638,NA,NA,None,NA
1639,NA,NA,None,NA
1640,NA,20,Low,NA
1641,NA,NA,Moderate,NA
1642,NA,NA,Moderate,NA
1643,NA,NA,Moderate,NA
1644,NA,NA,None,NA
1645,NA,12,Low,NA
1646,NA,25,Moderate,NA
1647,NA,NA,Low,NA
1648,NA,5,High,NA
1649,NA,10,Low,NA
1650,NA,NA,None,NA
1651,NA,NA,None,NA
1652,NA,12,Moderate,NA
1653,NA,2,High,NA
1654,NA,NA,Low,NA
1655,NA,2,Low,NA
1656,NA,25,Low,NA
1657,NA,NA,None,NA
1658,NA,NA,None,NA
1659,NA,NA,None,NA
1660,NA,NA,None,NA
1661,NA,NA,None,NA
1662,NA,NA,None,NA
1663,NA,25,Moderate,NA
1664,24,NA,None,NA
1665,NA,25,Low,NA
1666,NA,NA,None,NA
1667,NA,NA,None,NA
1668,NA,55,Low,NA
1669,NA,NA,None,NA
1670,NA,30,Low,NA
1671,NA,38,Low,NA
1672,NA,75,Low,NA
1673,NA,NA,Low,NA
1674,NA,NA,Low,NA
1675,NA,NA,None,NA
1676,NA,NA,None,NA
1677,NA,24,Moderate,NA
1678,NA,100,Moderate,NA
1679,NA,NA,Low,NA
1680,NA,5,Low,NA
1681,NA,42,Low,NA
1682,NA,NA,Low,NA
1683,NA,150,Low,NA
1684,5,10,Low,NA
1685,NA,NA,Moderate,NA
1686,NA,60,High,NA
1687,NA,NA,None,NA
1688,NA,NA,None,NA
1689,NA,NA,None,NA
1690,NA,30,Low,NA
1691,NA,NA,None,NA
1692,NA,NA,None,NA
1693,NA,NA,None,NA
1694,NA,NA,None,NA
1695,NA,NA,None,NA
1696,NA,NA,None,NA
1697,NA,NA,None,NA
1698,NA,NA,None,NA
1699,NA,NA,None,NA
1700,NA,NA,None,NA
1701,NA,NA,None,NA
1702,NA,NA,None,NA
1703,NA,NA,None,NA
1704,NA,NA,None,NA
1705,NA,NA,None,NA
1706,NA,NA,None,NA
1707,NA,NA,None,NA
1708,NA,NA,None,NA
1709,NA,NA,None,NA
1710,NA,NA,None,NA
1711,NA,NA,None,NA
1712,NA,NA,None,NA
1713,NA,NA,None,NA
1714,NA,NA,None,NA
1715,NA,NA,None,NA
1716,NA,NA,None,NA
1717,NA,NA,None,NA
1718,NA,NA,None,NA
1719,NA,NA,None,NA
1720,NA,NA,None,NA
1721,NA,NA,None,NA
1722,NA,NA,None,NA
1723,NA,NA,None,NA
1724,NA,NA,None,NA
1725,NA,NA,None,NA
1726,NA,NA,None,NA
1727,NA,NA,None,NA
1728,NA,NA,None,NA
1729,NA,NA,None,NA
1730,NA,20,Low,NA
1731,NA,NA,None,NA
1732,NA,NA,None,NA
1733,NA,NA,None,NA
1734,NA,200,Moderate,NA
1735,NA,15,Moderate,NA
1736,NA,NA,Low,NA
1737,NA,NA,None,NA
1738,NA,60,None,NA
1739,NA,280,None,NA
1740,NA,65,Moderate,NA
1741,NA,85,Low,NA
1742,NA,NA,None,NA
1743,NA,100,Low,NA
1744,NA,50,Low,NA
1745,NA,NA,None,NA
1746,NA,NA,None,NA
1747,NA,15,Moderate,NA
1748,NA,NA,Moderate,NA
1749,NA,100,Moderate,NA
1750,NA,75,Low,NA
1751,NA,NA,None,NA
1752,NA,60,Low,NA
1753,NA,20,Moderate,NA
1754,NA,200,Low,NA
1755,NA,30,High,NA
1756,NA,85,Low,NA
1757,NA,NA,None,NA
1758,NA,NA,None,NA
1759,NA,160,High,NA
1760,NA,300,Moderate,NA
1761,NA,90,Low,NA
1762,NA,25,Low,NA
1763,NA,25,Low,NA
1764,NA,NA,None,NA
1765,NA,NA,None,NA
1766,NA,NA,None,NA
1767,NA,NA,None,NA
1768,NA,NA,None,NA
1769,NA,NA,None,NA
1770,NA,30,Low,NA
1771,24,NA,None,NA
1772,NA,80,Low,NA
1773,NA,NA,None,NA
1774,NA,NA,None,NA
1775,NA,28,Low,NA
1776,NA,NA,None,NA
1777,NA,140,None,NA
1778,NA,44,Low,NA
1779,NA,60,Low,NA
1780,NA,NA,Low,NA
1781,NA,150,Moderate,NA
1782,NA,NA,None,NA
1783,NA,NA,None,NA
1784,NA,58,Moderate,NA
1785,NA,100,Moderate,NA
1786,NA,100,Low,NA
1787,NA,35,Low,NA
1788,NA,80,Low,NA
1789,NA,NA,Low,NA
1790,NA,50,Low,NA
1791,5,30,Low,NA
1792,NA,30,Moderate,NA
1793,NA,40,High,NA
1794,NA,NA,None,NA
1795,NA,NA,None,NA
1796,NA,NA,Low,NA
1797,NA,303,Low,NA
1798,NA,3,Moderate,NA
1799,NA,NA,Low,NA
1800,NA,40,Low,NA
1801,NA,40,Low,NA
1802,NA,5,Low,NA
1803,NA,6,Low,NA
1804,NA,NA,None,NA
1805,NA,NA,None,NA
1806,NA,NA,None,NA
1807,NA,12,None,NA
1808,NA,NA,None,NA
1809,NA,NA,None,NA
1810,NA,NA,None,NA
1811,NA,NA,None,NA
1812,NA,NA,None,NA
1813,NA,NA,None,NA
1814,NA,NA,None,NA
1815,NA,NA,None,NA
1816,NA,NA,None,NA
1817,NA,NA,None,NA
1818,NA,NA,None,NA
1819,NA,NA,None,NA
1820,NA,NA,None,NA
1821,NA,NA,None,NA
1822,NA,NA,None,NA
1823,NA,NA,None,NA
1824,NA,NA,None,NA
1825,NA,NA,None,NA
1826,NA,NA,None,NA
1827,NA,NA,None,NA
1828,NA,NA,None,NA
1829,NA,NA,None,NA
1830,NA,NA,None,NA
1831,NA,45,Low,NA
1832,NA,15,Low,NA
1833,NA,10,Low,NA
1834,NA,NA,None,NA
1835,NA,4,Low,NA
1836,NA,20,Moderate,NA
1837,NA,300,Low,NA
1838,NA,23,Low,NA
1839,NA,20,Low,NA
1840,NA,NA,None,NA
1841,9,69,Low,NA
1842,NA,10,Low,NA
1843,NA,30,Low,NA
1844,10,40,Low,NA
1845,10,5,Low,NA
1846,9,10,Low,NA
1847,NA,26,Low,NA
1848,NA,5,Low,NA
1849,20,NA,Low,NA
1850,25,15,Moderate,NA
1851,NA,40,Low,NA
1852,15,40,Moderate,NA
1853,NA,24,Moderate,NA
1854,5,40,Low,NA
1855,NA,20,Low,NA
1856,NA,30,Low,NA
1857,10,30,Low,NA
1858,NA,30,Low,NA
1859,9,30,Low,NA
1860,25,40,Moderate,NA
1861,NA,25,Moderate,NA
1862,NA,50,Low,NA
1863,NA,40,Low,NA
1864,NA,30,Low,NA
1865,NA,10,Low,NA
1866,10,50,Low,NA
1867,10,50,Low,NA
1868,NA,45,Low,NA
1869,NA,30,Low,NA
1870,NA,25,Low,NA
1871,NA,NA,None,NA
1872,NA,NA,None,NA
1873,NA,NA,None,NA
1874,NA,NA,None,NA
1875,NA,NA,None,NA
1876,NA,NA,None,NA
1877,NA,NA,None,NA
1878,NA,80,None,NA
1879,NA,45,Moderate,NA
1880,NA,65,None,NA
1881,NA,35,Low,NA
1882,NA,NA,Moderate,NA
1883,NA,90,Low,NA
1884,NA,100,None,NA
1885,NA,100,Low,NA
1886,15,100,Low,NA
1887,NA,75,Low,NA
1888,NA,NA,None,NA
1889,NA,70,Low,NA
1890,NA,110,Low,NA
1891,NA,90,Low,NA
1892,NA,150,None,NA
1893,NA,55,None,NA
1894,NA,50,None,NA
1895,25,100,Low,NA
1896,NA,100,Low,NA
1897,NA,85,Low,NA
1898,NA,15,None,NA
1899,NA,100,Low,NA
1900,NA,100,Low,NA
1901,NA,40,Low,NA
1902,NA,100,Low,NA
1903,NA,100,Low,NA
1904,NA,100,Low,1.3
1905,9,45,None,NA
1906,20,95,Low,NA
1907,NA,50,None,NA
1908,NA,100,None,NA
1909,NA,170,None,NA
1910,NA,200,Low,NA
1911,NA,160,Low,NA
1912,NA,1,Low,NA
1913,NA,85,Low,NA
1914,NA,120,Low,NA
1915,NA,100,None,NA
1916,NA,65,Low,NA
1917,NA,200,Low,NA
1918,NA,60,Low,NA
1919,NA,100,Low,NA
1920,NA,84,Low,NA
1921,NA,163,Low,NA
1922,NA,120,Moderate,NA
1923,NA,110,None,NA
1924,NA,100,Low,NA
1925,NA,132,Low,NA
1926,NA,198,Low,NA
1927,7,100,None,3.5
1928,NA,100,Low,NA
1929,NA,15,Low,2.1
1930,NA,80,Moderate,NA
1931,NA,100,Low,0.9
1932,NA,100,Low,NA
1933,NA,40,Low,NA
1934,NA,NA,None,NA
1935,NA,85,Low,NA
1936,NA,200,None,NA
1937,NA,NA,None,NA
1938,NA,NA,None,NA
1939,NA,NA,None,NA
1940,NA,100,None,NA
1941,NA,100,None,NA
1942,NA,250,None,NA
1943,NA,50,None,NA
1944,NA,100,Low,NA
1945,NA,100,Low,NA
1946,NA,NA,None,NA
1947,NA,20,Low,3.1
1948,NA,65,Low,NA
1949,NA,120,Low,NA
1950,NA,100,Low,5.3
1951,NA,85,Low,4.9
1952,NA,100,Low,4.9
1953,NA,100,Low,5.3
1954,NA,65,Low,NA
1955,NA,100,None,NA
1956,NA,100,Low,NA
1957,NA,100,None,0.1
1958,NA,110,Low,2.7
1959,NA,200,None,NA
1960,NA,50,None,NA
1961,NA,200,Low,NA
1962,NA,120,Low,0.1
1963,NA,100,Low,3.6
1964,NA,180,Low,NA
1965,NA,120,Low,1.9
1966,NA,160,Low,NA
1967,NA,NA,None,NA
1968,NA,NA,None,NA
1969,NA,60,None,NA
1970,NA,150,None,NA
1971,NA,30,None,NA
1972,NA,NA,None,NA
1973,NA,NA,None,NA
1974,NA,NA,None,NA
1975,NA,NA,None,NA
1976,NA,NA,None,NA
1977,NA,NA,None,NA
1978,NA,NA,None,NA
1979,NA,NA,None,NA
1980,NA,NA,None,NA
1981,NA,NA,None,NA
1982,NA,NA,None,NA
1983,NA,NA,None,NA
1984,NA,NA,None,NA
1985,NA,NA,None,NA
1986,NA,20,Low,NA
1987,NA,55,Low,NA
1988,NA,10,Low,NA
1989,NA,8,Moderate,NA
1990,NA,3,Moderate,NA
1991,NA,12,High,NA
1992,NA,62,Low,NA
1993,NA,100,Low,NA
1994,15,87,Low,NA
1995,NA,15,Moderate,NA
1996,NA,NA,None,NA
1997,NA,90,Low,NA
1998,NA,15,High,NA
1999,NA,80,Moderate,NA
2000,NA,200,None,NA
2001,NA,80,Low,NA
2002,NA,10,None,NA
2003,25,60,Low,NA
2004,NA,10,Low,NA
2005,NA,100,Low,NA
2006,NA,7,None,NA
2007,NA,100,Low,NA
2008,NA,100,Low,NA
2009,NA,100,Low,NA
2010,NA,100,Low,NA
2011,NA,NA,Low,NA
2012,NA,100,Low,NA
2013,9,238,Low,NA
2014,20,115,Moderate,NA
2015,NA,45,Low,NA
2016,NA,100,Low,NA
2017,NA,95,None,NA
2018,NA,50,Moderate,NA
2019,NA,70,Low,NA
2020,NA,60,Low,NA
2021,NA,60,Low,NA
2022,NA,210,Low,NA
2023,NA,100,Low,NA
2024,NA,44,Moderate,NA
2025,NA,50,Moderate,NA
2026,NA,211,Low,NA
2027,NA,120,Low,NA
2028,NA,222,Low,NA
2029,NA,114,Low,NA
2030,NA,65,Low,NA
2031,NA,25,Low,NA
2032,NA,10,Low,NA
2033,NA,98,Low,NA
2034,NA,121,Low,NA
2035,7,100,Low,NA
2036,NA,100,Low,NA
2037,NA,100,Low,NA
2038,NA,75,Moderate,NA
2039,NA,100,Low,NA
2040,NA,NA,None,NA
2041,NA,30,Moderate,NA
2042,NA,NA,None,NA
